Source,Year,Issue,Name,Con,Dept,Author,Lang,Type,ciphertext,plaintext
Russ Atkinson,1977,5,SO77,A18,A,OZ,Eng,Aristocrat,,
Russ Atkinson,1977,5,SO77,A19,A,EDNASANDE,Eng,Aristocrat,,
Russ Atkinson,1977,5,SO77,A20,A,THE SPIV,Eng,Aristocrat,,
Russ Atkinson,1977,5,SO77,A21,A,PAT,Eng,Aristocrat,,
Russ Atkinson,1977,5,SO77,A22,A,CODEX,Eng,Aristocrat,,
Russ Atkinson,1977,5,SO77,A23,A,BUBBLES,Eng,Aristocrat,,
Russ Atkinson,1977,5,SO77,A24,A,DENDAI [DICK],Eng,Aristocrat,,
Russ Atkinson,1977,5,SO77,A25,A,JE SAURAIS,Eng,Aristocrat,,
Russ Atkinson,1977,5,SO77,AC148,S,B. NATURAL,Eng,Bazeries,,
Russ Atkinson,1977,5,SO77,AC149,S,ISLANDER,Eng,Bifid,,
Russ Atkinson,1977,5,SO77,AC150,S,CODEX,Eng,Quagmire IV,,
Russ Atkinson,1977,5,SO77,C01,C,HANO,Eng,Cryptarithm,,
Russ Atkinson,1977,5,SO77,C02,C,ZER-O,Eng,Cryptarithm,,
Russ Atkinson,1977,5,SO77,C03,C,ETHELWULF,Eng,Cryptarithm,,
Russ Atkinson,1977,5,SO77,C04,C,EDNASANDE,Eng,Cryptarithm,,
Russ Atkinson,1977,5,SO77,C05,C,BaRGe,Eng,Cryptarithm,,
Russ Atkinson,1977,5,SO77,C06,C,D. STRASSE,Eng,Cryptarithm,,
Russ Atkinson,1977,5,SO77,C07,C,RHO CHI,Eng,Cryptarithm,,
Russ Atkinson,1977,5,SO77,C08,C,LE CRAPAUD,Eng,Cryptarithm,,
Russ Atkinson,1977,5,SO77,C09,C,PIT,Eng,Cryptarithm,,
Russ Atkinson,1977,5,SO77,C10,C,ACHAMP,Eng,Cryptarithm,,
Russ Atkinson,1977,5,SO77,CS1,S,FANACRO,Eng,Cryptarithm,,
Russ Atkinson,1977,5,SO77,CS2,S,FIRE-O,Eng,Cryptarithm,,
Russ Atkinson,1977,5,SO77,E01,E,LIFER,Eng,Homophonic,,
Russ Atkinson,1977,5,SO77,E02,E,PROTEUS,Eng,CC Tramp,,
Russ Atkinson,1977,5,SO77,E03,E,DENDAI [DICK],Eng,Key Phrase,,
Russ Atkinson,1977,5,SO77,E04,E,NEON,Eng,Key Phrase,,
Russ Atkinson,1977,5,SO77,E05,E,BERT,Eng,Vigenere,,
Russ Atkinson,1977,5,SO77,E06,E,KOSHKA,Eng,Redefence,,
Russ Atkinson,1977,5,SO77,E07,E,RIG R. MORTIS,Eng,Portax,,
Russ Atkinson,1977,5,SO77,E08,E,BOATTAIL,Eng,Ragbaby,,
Russ Atkinson,1977,5,SO77,E09,E,ZER-O,Eng,Slidefair,,
Russ Atkinson,1977,5,SO77,E10,E,OZ,Eng,Nihilist Subst,,
Russ Atkinson,1977,5,SO77,E11,E,JE SAURAIS,Eng,Myszkowski,,
Russ Atkinson,1977,5,SO77,E12,E,GIZMO,Eng,Phillips,,
Russ Atkinson,1977,5,SO77,E13,E,ZANAC,Eng,Playfair,,
Russ Atkinson,1977,5,SO77,E14,E,ARCANUM,Eng,Bifid,,
Russ Atkinson,1977,5,SO77,E15,E,EMARR,Eng,Frac Morse,,
Russ Atkinson,1977,5,SO77,E16,E,MACHIAVELLI,Eng,Gromark,,
Russ Atkinson,1977,5,SO77,E17,E,B. NATURAL,Eng,Bazeries,,
Russ Atkinson,1977,5,SO77,E18,E,D. STRASSE,Eng,Ser Playfair,,
Russ Atkinson,1977,5,SO77,E19,E,MARSHEN,Eng,Grandpre,,
Russ Atkinson,1977,5,SO77,E20,E,HANO,Eng,Quagmire III,,
Russ Atkinson,1977,5,SO77,E21,E,YO TAMBIEN,Eng,Tri-square,,
Russ Atkinson,1977,5,SO77,E22,E,LE CRAPAUD,Eng,Trifid,,
Russ Atkinson,1977,5,SO77,E23,E,BICK,Eng,6x6 Bifid,,
Russ Atkinson,1977,5,SO77,E24,E,CODEX,Eng,Quagmire IV,,
Russ Atkinson,1977,5,SO77,E25,E,KOSTY,Eng,Two-square,,
Russ Atkinson,1977,5,SO77,P01,P,GIZMO,Eng,Patristocrat,,
Russ Atkinson,1977,5,SO77,P02,P,STEVE,Eng,Patristocrat,,
Russ Atkinson,1977,5,SO77,P03,P,MOTOR,Eng,Patristocrat,,
Russ Atkinson,1977,5,SO77,P04,P,ADFGVX,Eng,Patristocrat,,
Russ Atkinson,1977,5,SO77,P05,P,HY TIDE,Eng,Patristocrat,,
Russ Atkinson,1977,5,SO77,P06,P,LE CRAPAUD,Eng,Patristocrat,,
Russ Atkinson,1977,5,SO77,P07,P,MR. CODE,Eng,Patristocrat,,
Russ Atkinson,1977,5,SO77,P08,P,CAVALIER,Eng,Patristocrat,,
Russ Atkinson,1977,5,SO77,P09,P,FLORDELIS,Eng,Patristocrat,,
Russ Atkinson,1977,5,SO77,P10,P,PROTEUS,Eng,Patristocrat,,
Russ Atkinson,1977,5,SO77,SW1,S,BUNYIP,Eng,Swagman,,
Russ Atkinson,1977,5,SO77,SW2,S,BUNYIP,Eng,Swagman,,
Russ Atkinson,1977,5,SO77,X01,X,LOGONE BASETEN,Ger,Aristocrat,,
Russ Atkinson,1977,5,SO77,X02,X,FIDDLE,Lat,Aristocrat,,
Russ Atkinson,1977,5,SO77,X03,X,D. STRASSE,Fre,Aristocrat,,
Russ Atkinson,1977,5,SO77,X04,X,HANO,Dut,Aristocrat,,
Russ Atkinson,1977,5,SO77,X05,X,LE CRAPAUD,Por,Aristocrat,,
Russ Atkinson,1977,5,SO77,X06,X,YO TAMBIEN,Int,Aristocrat,,
Russ Atkinson,1977,5,SO77,X07,X,VAYISS MIR,Ger,Aristocrat,,
Russ Atkinson,1977,5,SO77,X08,X,DOLPHIN,Spa,Aristocrat,,
Russ Atkinson,1977,5,SO77,X09,X,DENDAI [DICK],Ita,Aristocrat,,
Russ Atkinson,1977,5,SO77,X10,X,CODEX,Ita,Aristocrat,,
Russ Atkinson,1977,5,SO77,X11,X,MARSHEN,Spa,Aristocrat,,
Russ Atkinson,1977,5,SO77,X12,X,MACHIAVELLI,Fre,Aristocrat,,
Russ Atkinson,1977,5,SO77,XS1,S,LE CRAPAUD,Men,Key Phrase,,
Russ Atkinson,1977,5,SO77,XS2,S,BUNYIP,Unk,Patristocrat,,
Russ Atkinson,1978,4,JA78,A01,A,PROTEUS,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A02,A,STEVE,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A03,A,THE SPIV,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A04,A,CHI VALOR,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A05,A,BRUBACHER,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A06,A,BUNYIP,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A07,A,B. NATURAL,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A08,A,LE CRAPAUD,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A09,A,ARCANUM,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A10,A,LIFER,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A11,A,FUNBUG,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A12,A,POP SICKLE,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A13,A,KOSHKA,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A14,A,HANO,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A15,A,BACEDI,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A16,A,HY TIDE,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A17,A,SOUPY,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A18,A,D. STRASSE,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A19,A,GIZMO,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A20,A,NEON,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A21,A,D D TRANSITION,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A22,A,DIGIT,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A23,A,MORDASHKA,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A24,A,MOTOR,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,A25,A,DENDAI,Eng,Aristocrat,,
Russ Atkinson,1978,4,JA78,AC160,S,TRYETGIN,Eng,Ragbaby,,
Russ Atkinson,1978,4,JA78,AC161,S,NEON,Eng,Amsco,,
Russ Atkinson,1978,4,JA78,AC162,S,ISLANDER,Eng,Quagmire III,,
Russ Atkinson,1978,4,JA78,C01,C,DYETI,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,C02,C,THE RAT,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,C03,C,Squadrilli,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,C04,C,NEON,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,C05,C,BOATTAIL,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,C06,C,SCRYER,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,C07,C,JE SAURAIS,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,C08,C,D. STRASSE,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,C09,C,YO TAMBIEN,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,C10,C,ARCANUM,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,C11,C,MOTOR,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,C12,C,FIRE-O,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,CSP,S,LI'L GAMIN,Eng,Cryptarithm,,
Russ Atkinson,1978,4,JA78,E01,E,FIDDLE,Eng,Railfence,,
Russ Atkinson,1978,4,JA78,E02,E,MR. CODE,Eng,Key Phrase,,
Russ Atkinson,1978,4,JA78,E03,E,LIFER,Eng,Gronsfeld,,
Russ Atkinson,1978,4,JA78,E04,E,BOATTAIL,Eng,Nihilist Tramp,,
Russ Atkinson,1978,4,JA78,E05,E,RO,Eng,Route Tramp,,
Russ Atkinson,1978,4,JA78,E06,E,TRYETGIN,Eng,Porta,,
Russ Atkinson,1978,4,JA78,E07,E,NEON,Eng,Ragbaby,,
Russ Atkinson,1978,4,JA78,E08,E,ARCANUM,Eng,IC Tramp,,
Russ Atkinson,1978,4,JA78,E09,E,HANO,Eng,Grille,,
Russ Atkinson,1978,4,JA78,E10,E,GIZMO,Eng,Cadenus,,
Russ Atkinson,1978,4,JA78,E11,E,FLORDELIS,Eng,Vig Slidefair,,
Russ Atkinson,1978,4,JA78,E12,E,B. NATURAL,Eng,Myszkowski,,
Russ Atkinson,1978,4,JA78,E13,E,MAJOR HOOPLE,Eng,Frac Morse,,
Russ Atkinson,1978,4,JA78,E14,E,MACHIAVELLI,Eng,Bifid,,
Russ Atkinson,1978,4,JA78,E15,E,YO TAMBIEN,Eng,Foursquare,,
Russ Atkinson,1978,4,JA78,E16,E,OZ,Eng,Phillips,,
Russ Atkinson,1978,4,JA78,E17,E,SANDSTORM,Eng,Playfair,,
Russ Atkinson,1978,4,JA78,E18,E,DENDAI,Eng,Checkerboard,,
Russ Atkinson,1978,4,JA78,E19,E,CODEX,Eng,Quagmire I,,
Russ Atkinson,1978,4,JA78,E20,E,RIG R. MORTIS,Eng,Quagmire III,,
Russ Atkinson,1978,4,JA78,E21,E,MARSHEN,Eng,Trifid,,
Russ Atkinson,1978,4,JA78,E22,E,ZER-O,Eng,Twin Bifids,,
Russ Atkinson,1978,4,JA78,E23,E,EMARR,Eng,Tri-square,,
Russ Atkinson,1978,4,JA78,E24,E,KOSTY,Eng,Quagmire IV,,
Russ Atkinson,1978,4,JA78,E25,E,LE CRAPAUD,Eng,Conj Mat Bifid,,
Russ Atkinson,1978,4,JA78,Ech,S,D. STRASSE,Eng,Vig Running Key,,
Russ Atkinson,1978,4,JA78,P01,P,PAT,Eng,Patristocrat,,
Russ Atkinson,1978,4,JA78,P02,P,ZER-O,Eng,Patristocrat,,
Russ Atkinson,1978,4,JA78,P03,P,FIDDLE,Eng,Patristocrat,,
Russ Atkinson,1978,4,JA78,P04,P,MR. CODE,Eng,Patristocrat,,
Russ Atkinson,1978,4,JA78,P05,P,LIFER,Eng,Patristocrat,,
Russ Atkinson,1978,4,JA78,P06,P,YO TAMBIEN,Eng,Patristocrat,,
Russ Atkinson,1978,4,JA78,P07,P,THE RAT,Eng,Patristocrat,,
Russ Atkinson,1978,4,JA78,P08,P,HANO,Eng,Patristocrat,,
Russ Atkinson,1978,4,JA78,P09,P,HY TIDE,Eng,Patristocrat,,
Russ Atkinson,1978,4,JA78,P10,P,EDNASANDE,Eng,Patristocrat,,
Russ Atkinson,1978,4,JA78,X01,X,D. STRASSE,Ita,Aristocrat,,
Russ Atkinson,1978,4,JA78,X02,X,VAYISS MIR,Spa,Aristocrat,,
Russ Atkinson,1978,4,JA78,X03,X,LE CRAPAUD,Ger,Aristocrat,,
Russ Atkinson,1978,4,JA78,X04,X,FIDDLE,Lat,Aristocrat,,
Russ Atkinson,1978,4,JA78,X05,X,CODEX,Dut,Aristocrat,,
Russ Atkinson,1978,4,JA78,X06,X,HANO,Swe,Aristocrat,,
Russ Atkinson,1978,4,JA78,X07,X,MR. CODE,Fre,Aristocrat,,
Russ Atkinson,1978,4,JA78,X08,X,SARDONYX,Fre,Aristocrat,,
Russ Atkinson,1978,4,JA78,X09,X,DENDAI,Esp,Aristocrat,,
Russ Atkinson,1978,4,JA78,X10,X,MARSHEN,Spa,Aristocrat,,
Russ Atkinson,1978,4,JA78,X11,X,MACHIAVELLI,Por,Aristocrat,,
Russ Atkinson,1978,4,JA78,X12,X,YO TAMBIEN,Ger,Aristocrat,,
Russ Atkinson,1978,4,JA78,XS1,S,BUNYIP,Wel,Aristocrat,,
Russ Atkinson,1978,4,JA78,XS2,S,GALUPOLY,Unk,Aristocrat,,
Russ Atkinson,1978,1,JF78,A01,A,FOUR-DEE,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A02,A,MR. CODE,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A03,A,BRUBACHER,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A04,A,CHI VALOR,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A05,A,PROTEUS,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A06,A,HANO,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A07,A,DIGIT,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A08,A,MUSETTA,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A09,A,JONILA,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A10,A,ARCANUM,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A11,A,CHUCK,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A12,A,FUNBUG,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A13,A,RHO CHI,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A14,A,BIG RED,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A15,A,HY TIDE,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A16,A,FLORDELIS,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A17,A,GIZMO,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A18,A,VAYISS MIR,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A19,A,SOUPY,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A20,A,D. STRASSE,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A21,A,OZ,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A22,A,ISLANDER,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A23,A,MOTOR,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A24,A,ALPHANUMERIC,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,A25,A,B. NATURAL,Eng,Aristocrat,,
Russ Atkinson,1978,1,JF78,AC154,S,ISLANDER,Eng,Playfair,,
Russ Atkinson,1978,1,JF78,AC155,S,GIZMO,Eng,Foursquare,,
Russ Atkinson,1978,1,JF78,AC156,S,CODEX,Eng,6x6 Bifid,,
Russ Atkinson,1978,1,JF78,C01,C,ARCANUM,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,C02,C,HAPOWL,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,C03,C,WINTERGREEN,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,C04,C,EDNASANDE,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,C05,C,HANO,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,C06,C,BROWN BEAR,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,C07,C,ACHAMP,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,C08,C,D. STRASSE,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,C09,C,PIT,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,C10,C,GERT,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,C11,C,LE CRAPAUD,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,C12,C,FIRE-O,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,CSP,S,CROTALUS,Eng,Cryptarithm,,
Russ Atkinson,1978,1,JF78,E01,E,NEON,Eng,Railfence,,
Russ Atkinson,1978,1,JF78,E02,E,BUNYIP,Eng,Null,,
Russ Atkinson,1978,1,JF78,E03,E,PROTEUS,Eng,Vigenere,,
Russ Atkinson,1978,1,JF78,E04,E,GIZMO,Eng,CC Tramp,,
Russ Atkinson,1978,1,JF78,E05,E,YO TAMBIEN,Eng,Key Phrase,,
Russ Atkinson,1978,1,JF78,E06,E,ALOHA,Eng,Porta,,
Russ Atkinson,1978,1,JF78,E07,E,HANO,Eng,Amsco,,
Russ Atkinson,1978,1,JF78,E08,E,THE FLYING DUTC,Eng,Bifid,,
Russ Atkinson,1978,1,JF78,E09,E,ARCANUM,Eng,Playfair,,
Russ Atkinson,1978,1,JF78,E10,E,LIFER,Eng,Nihilist Tramp,,
Russ Atkinson,1978,1,JF78,E11,E,MOTOR,Eng,Frac Morse,,
Russ Atkinson,1978,1,JF78,E12,E,KOSTY,Eng,Ragbaby,,
Russ Atkinson,1978,1,JF78,E13,E,D. STRASSE,Eng,Myszkowski,,
Russ Atkinson,1978,1,JF78,E14,E,ZANAC,Eng,Bazeries,,
Russ Atkinson,1978,1,JF78,E15,E,BaRGe,Eng,Ser Playfair,,
Russ Atkinson,1978,1,JF78,E16,E,LE CRAPAUD,Eng,Phillips,,
Russ Atkinson,1978,1,JF78,E17,E,LIFER,Eng,Gronsfeld,,
Russ Atkinson,1978,1,JF78,E18,E,VAYISS MIR,Eng,Gromark,,
Russ Atkinson,1978,1,JF78,E19,E,KOSHKA,Eng,Grandpre,,
Russ Atkinson,1978,1,JF78,E20,E,B. NATURAL,Eng,6x6 Bifid,,
Russ Atkinson,1978,1,JF78,E21,E,ZER-O,Eng,Trifid,,
Russ Atkinson,1978,1,JF78,E22,E,RIG R. MORTIS,Eng,Quagmire III,,
Russ Atkinson,1978,1,JF78,E23,E,MACHIAVELLI,Eng,Quagmire IV,,
Russ Atkinson,1978,1,JF78,E24,E,BICK,Eng,Two-square,,
Russ Atkinson,1978,1,JF78,E25,E,EMARR,Eng,Tri-square,,
Russ Atkinson,1978,1,JF78,P01,P,TUTU,Eng,Patristocrat,,
Russ Atkinson,1978,1,JF78,P02,P,GIZMO,Eng,Patristocrat,,
Russ Atkinson,1978,1,JF78,P03,P,LE CRAPAUD,Eng,Patristocrat,,
Russ Atkinson,1978,1,JF78,P04,P,RIG R. MORTIS,Eng,Patristocrat,,
Russ Atkinson,1978,1,JF78,P05,P,CODEX,Eng,Patristocrat,,
Russ Atkinson,1978,1,JF78,P06,P,D D TRANSITION,Eng,Patristocrat,,
Russ Atkinson,1978,1,JF78,P07,P,BARBARA,Eng,Patristocrat,,
Russ Atkinson,1978,1,JF78,P08,P,FUNBUG,Eng,Patristocrat,,
Russ Atkinson,1978,1,JF78,P09,P,BACEDI,Eng,Patristocrat,,
Russ Atkinson,1978,1,JF78,P10,P,JONILA,Eng,Patristocrat,,
Russ Atkinson,1978,1,JF78,UNK06,S,DAN SURR,Eng,UNKNOWN,,
Russ Atkinson,1978,1,JF78,X01,X,FOUR-DEE,Ger,Aristocrat,,
Russ Atkinson,1978,1,JF78,X02,X,FLORDELIS,Esp,Aristocrat,,
Russ Atkinson,1978,1,JF78,X03,X,HANO,Spa,Aristocrat,,
Russ Atkinson,1978,1,JF78,X04,X,D. STRASSE,Fre,Aristocrat,,
Russ Atkinson,1978,1,JF78,X05,X,VAYISS MIR,Ita,Aristocrat,,
Russ Atkinson,1978,1,JF78,X06,X,YO TAMBIEN,Spa,Aristocrat,,
Russ Atkinson,1978,1,JF78,X07,X,DENDAI,Ita,Aristocrat,,
Russ Atkinson,1978,1,JF78,X08,X,LE CRAPAUD,Ger,Aristocrat,,
Russ Atkinson,1978,1,JF78,X09,X,CwR ICHTHYS,Int,Aristocrat,,
Russ Atkinson,1978,1,JF78,X10,X,ARCANUM,Lat,Aristocrat,,
Russ Atkinson,1978,1,JF78,X11,X,MACHIAVELLI,Por,Aristocrat,,
Russ Atkinson,1978,1,JF78,X12,X,CODEX,Dut,Aristocrat,,
Russ Atkinson,1978,1,JF78,XS1,S,DENDAI,Bro,Patristocrat,,
Russ Atkinson,1978,1,JF78,XS2,S,DENDAI,Bro,Myszkowski,,
Russ Atkinson,1978,1,JF78,XS3,S,DENDAI,Bro,Quagmire IV-m,,
Russ Atkinson,1978,2,MA78,A01,A,RO,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A02,A,RHO CHI,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A03,A,MR. CODE,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A04,A,CANZA,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A05,A,LIFER,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A06,A,EMARR,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A07,A,GEMINATOR,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A08,A,JONILA,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A09,A,CHUCK,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A10,A,HANO,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A11,A,FIDDLE,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A12,A,HY TIDE,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A13,A,FLORDELIS,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A14,A,D. STRASSE,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A15,A,FUNBUG,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A16,A,GIZMO,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A17,A,EDNASANDE,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A18,A,TUTU,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A19,A,BACEDI,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A20,A,FOUR-DEE,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A21,A,ISLANDER,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A22,A,MORDASHKA,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A23,A,CODEX,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A24,A,DENDAI,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,A25,A,B. NATURAL,Eng,Aristocrat,,
Russ Atkinson,1978,2,MA78,AC157,S,MR. CODE,Eng,Tridigital,,
Russ Atkinson,1978,2,MA78,AC158,S,DENDAI,Eng,Swagman,,
Russ Atkinson,1978,2,MA78,AC159,S,CODEX,Eng,Ser Playfair,,
Russ Atkinson,1978,2,MA78,C01,C,LIFER,Eng,Cryptarithm,,
Russ Atkinson,1978,2,MA78,C02,C,ARCANUM,Eng,Cryptarithm,,
Russ Atkinson,1978,2,MA78,C03,C,BROWN BEAR,Eng,Cryptarithm,,
Russ Atkinson,1978,2,MA78,C04,C,RHO CHI,Eng,Cryptarithm,,
Russ Atkinson,1978,2,MA78,C05,C,LI'L GAMIN,Eng,Cryptarithm,,
Russ Atkinson,1978,2,MA78,C06,C,BOATTAIL,Eng,Cryptarithm,,
Russ Atkinson,1978,2,MA78,C07,C,AMOS,Eng,Cryptarithm,,
Russ Atkinson,1978,2,MA78,C08,C,EMARR,Eng,Cryptarithm,,
Russ Atkinson,1978,2,MA78,C09,C,YO TAMBIEN,Eng,Cryptarithm,,
Russ Atkinson,1978,2,MA78,C10,C,FIRE-O,Eng,Cryptarithm,,
Russ Atkinson,1978,2,MA78,C11,C,CODEX,Eng,Cryptarithm,,
Russ Atkinson,1978,2,MA78,C12,C,D. STRASSE,Eng,Cryptarithm,,
Russ Atkinson,1978,2,MA78,E01,E,FLORDELIS,Eng,Route Tramp,,
Russ Atkinson,1978,2,MA78,E02,E,ARCANUM,Eng,Key Phrase,,
Russ Atkinson,1978,2,MA78,E03,E,PROTEUS,Eng,Morbit,,
Russ Atkinson,1978,2,MA78,E04,E,FRINKUS,Eng,Redefence,,
Russ Atkinson,1978,2,MA78,E05,E,GIZMO,Eng,Nihilist Tramp,,
Russ Atkinson,1978,2,MA78,E06,E,B. NATURAL,Eng,Baconian,,
Russ Atkinson,1978,2,MA78,E07,E,RO,Eng,IC Tramp,,
Russ Atkinson,1978,2,MA78,E08,E,LIFER,Eng,Amsco,,
Russ Atkinson,1978,2,MA78,E09,E,TRYETGIN,Eng,Beaufort,,
Russ Atkinson,1978,2,MA78,E10,E,BOATTAIL,Eng,Foursquare,,
Russ Atkinson,1978,2,MA78,E11,E,OZ,Eng,Portax,,
Russ Atkinson,1978,2,MA78,E12,E,NEON,Eng,Bifid,,
Russ Atkinson,1978,2,MA78,E13,E,RIG R. MORTIS,Eng,Nicodemus,,
Russ Atkinson,1978,2,MA78,E14,E,D. STRASSE,Eng,Frac Morse,,
Russ Atkinson,1978,2,MA78,E15,E,HANO,Eng,Grille,,
Russ Atkinson,1978,2,MA78,E16,E,B. NATURAL,Eng,Myszkowski,,
Russ Atkinson,1978,2,MA78,E17,E,KOSTY,Eng,Phillips,,
Russ Atkinson,1978,2,MA78,E18,E,JE SAURAIS,Eng,Checkerboard,,
Russ Atkinson,1978,2,MA78,E19,E,DENDAI,Eng,Ragbaby,,
Russ Atkinson,1978,2,MA78,E20,E,MARSHEN,Eng,Playfair,,
Russ Atkinson,1978,2,MA78,E21,E,MOTOR,Eng,Twin Bifids,,
Russ Atkinson,1978,2,MA78,E22,E,MACHIAVELLI,Eng,Trifid,,
Russ Atkinson,1978,2,MA78,E23,E,ZER-O,Eng,Quagmire III,,
Russ Atkinson,1978,2,MA78,E24,E,TORO,Eng,Quagmire IV,,
Russ Atkinson,1978,2,MA78,E25,E,CODEX,Eng,Tri-square,,
Russ Atkinson,1978,2,MA78,E26,E,LE CRAPAUD,Eng,Conj Mat Bifid,,
Russ Atkinson,1978,2,MA78,P01,P,MR. CODE,Eng,Patristocrat,,
